1.22,0.7399999,-0.5325
1.18,0.725,-0.54
1.02,0.86,-0.5425
1.16,0.66,-0.58
1.26,0.7175,-0.6199999
1.1825,0.7399999,-0.6199999
0.6799999,0.78,-0.46
0.9,0.86,-0.485
0.78,0.8375,-0.54
0.665,0.66,-0.6199999
0.8199999,0.765,-0.6199999
0.09999999,0.7449999,-0.34
0.02,0.7,-0.38
0.02,0.835,-0.38
0.09249999,0.66,-0.5
-0.26,0.7399999,-0.3475
-0.3,0.78,-0.3675
-0.035,0.8199999,-0.34
-0.38,0.66,-0.445
-1.255,0.8199999,-0.34
-1.0125,0.8199999,-0.34
-1.0075,0.7399999,-0.42
-1.26,0.7399999,-0.425
-1.14,0.86,-0.5175
-1.1225,0.7399999,-0.58
1.2175,0.38,-0.34
1.14,0.3875,-0.34
0.98,0.34,-0.375
1.26,0.38,-0.3475
1.1,0.4375,-0.34
1.02,0.42,-0.3675
1.22,0.42,-0.3475
0.98,0.46,-0.3625
1.18,0.385,-0.38
1.02,0.34,-0.3975
1.18,0.44,-0.38
0.98,0.42,-0.39
1.06,0.5,-0.405
1.18,0.35,-0.42
1.26,0.355,-0.42
1.26,0.34,-0.44
1.0775,0.42,-0.42
1.02,0.44,-0.42
1.06,0.435,-0.42
1.26,0.46,-0.42
0.98,0.42,-0.435
1.14,0.42,-0.43
1.26,0.42,-0.4275
1.02,0.515,-0.42
1.22,0.38,-0.46
1.26,0.38,-0.48
0.98,0.5,-0.48
1.22,0.54,-0.4625
1.26,0.54,-0.4775
1.18,0.6199999,-0.4675
1.22,0.6199999,-0.4725
1.14,0.385,-0.5
1.26,0.4325,-0.5
1.14,0.48,-0.5
1.095,0.5,-0.5
1.1,0.5325,-0.54
1.22,0.5025,-0.54
1.26,0.5075,-0.54
1.0775,0.6199999,-0.54
1.18,0.465,-0.58
1.06,0.46,-0.59
1.02,0.5125,-0.58
1.085,0.58,-0.58
1.1475,0.42,-0.6199999
1.22,0.43,-0.6199999
1.02,0.42,-0.645
1.045,0.5,-0.6199999
0.86,0.34,-0.355
0.8199999,0.425,-0.38
0.8199999,0.405,-0.42
0.66,0.46,-0.42
0.925,0.5,-0.42
0.66,0.58,-0.5
0.66,0.6199999,-0.58
0.785,0.54,-0.6199999
0.7399999,0.5,-0.64
0.66,0.6199999,-0.6575
0.38,0.385,-0.34
0.655,0.42,-0.34
0.55,0.46,-0.38
0.54,0.54,-0.5175
0.58,0.58,-0.64
0.6199999,0.58,-0.64
0.3175,0.34,-0.34
0.14,0.49,-0.34
0.02,0.51,-0.34
0.0475,0.34,-0.38
0.02,0.54,-0.505
-0.09999999,0.4,-0.34
-0.06,0.38,-0.3425
-0.2775,0.46,-0.34
-0.22,0.5175,-0.34
-0.14,0.5125,-0.34
-0.26,0.3525,-0.42
-0.26,0.34,-0.4325
-0.46,0.38,-0.3575
-0.45,0.46,-0.34
-0.6025,0.38,-0.38
-0.34,0.365,-0.38
-0.5,0.34,-0.4
-0.5175,0.42,-0.38
-0.48,0.46,-0.38
-0.48,0.38,-0.42
-0.34,0.54,-0.5175
-0.9324999,0.46,-0.34
-0.8199999,0.38,-0.405
-0.9399999,0.34,-0.42
-0.9,0.4,-0.42
-1.2275,0.46,-0.34
-1.26,0.46,-0.3525
-1.22,0.6525,-0.54
0.98,0.3,-0.375
0.98,0.2125,-0.46
1.02,0.25,-0.46
1.06,0.22,-0.4775
1.26,0.22,-0.465
1.14,0.32,-0.46
1.1,0.3,-0.4675
0.98,0.14,-0.5225
1.22,0.195,-0.5
1.22,0.245,-0.5
1.1,0.18,-0.5125
1.22,0.18,-0.51
1.22,0.09999999,-0.5624999
1.115,0.22,-0.54
1.2375,0.22,-0.54
1.22,0.22,-0.5549999
1.26,0.0825,-0.58
1.22,0.06,-0.5975
1.26,0.06,-0.585
1.26,0.035,-0.6199999
1.14,0.02,-0.635
1.26,0.02,-0.6375
1.255,0.09999999,-0.6199999
1.26,0.1075,-0.6199999
0.975,0.22,-0.34
0.9,0.18,-0.36
0.9399999,0.14,-0.3875
0.66,0.1225,-0.42
0.78,0.0475,-0.46
0.8799999,0.02,-0.54
0.8674999,0.02,-0.58
0.46,0.02,-0.365
0.5,0.02,-0.365
0.355,0.26,-0.34
0.46,0.26,-0.34
0.38,0.205,-0.38
0.41,0.3,-0.38
0.38,0.2275,-0.42
0.46,0.18,-0.4425
0.54,0.22,-0.4525
0.38,0.075,-0.46
0.46,0.02,-0.4725
0.5,0.09999999,-0.4825
0.58,0.09999999,-0.485
0.42,0.14,-0.485
0.42,0.02,-0.5225
0.5,0.02,-0.5275
0.58,0.14,-0.505
0.44,0.06,-0.54
0.58,0.02,-0.54
0.6199999,0.02,-0.565
0.3525,0.02,-0.58
0.18,0.24,-0.38
0.3,0.2825,-0.38
0.3,0.2525,-0.42
0.02,0.325,-0.42
0.06,0.26,-0.4475
0.32,0.02,-0.46
0.28,0.22,-0.46
0.3,0.18,-0.4875
0.22,0.195,-0.5
0.02,0.14,-0.545
0.14,0.14,-0.5524999
0.02,0.02,-0.6025
0.22,0.02,-0.6125
0.035,0.09999999,-0.58
0.0575,0.09999999,-0.6199999
-0.02,0.26,-0.45
-0.3,0.3,-0.425
-0.18,0.3,-0.425
-0.22,0.2525,-0.46
-0.2625,0.22,-0.5
-0.06,0.22,-0.51
-0.22,0.2725,-0.5
-0.02,0.15,-0.54
-0.3,0.02,-0.5825
-0.18,0.02,-0.595
-0.26,0.06,-0.61
-0.14,0.06,-0.6025
-0.3,0.09999999,-0.6125
-0.18,0.09999999,-0.6025
-0.09999999,0.09999999,-0.585
-0.155,0.06,-0.6199999
-0.3,0.055,-0.6199999
-0.18,0.0325,-0.6199999
-0.09999999,0.045,-0.6199999
-0.02,0.045,-0.6199999
-0.3,0.0725,-0.6199999
-0.22,0.0875,-0.6199999
-0.14,0.02,-0.6325
-0.46,0.22,-0.4475
-0.34,0.26,-0.4325
-0.6199999,0.22,-0.485
-0.34,0.3125,-0.46
-0.6199999,0.14,-0.52
-0.5,0.1925,-0.5
-0.46,0.19,-0.5
-0.58,0.18,-0.51
-0.46,0.18,-0.51
-0.42,0.18,-0.5075
-0.5875,0.26,-0.5
-0.42,0.26,-0.51
-0.58,0.02,-0.55
-0.46,0.02,-0.5475
-0.46,0.09999999,-0.5524999
-0.31,0.18,-0.54
-0.5975,0.22,-0.54
-0.49,0.22,-0.54
-0.44,0.22,-0.54
-0.6199999,0.24,-0.54
-0.54,0.24,-0.54
-0.6199999,0.02,-0.595
-0.33,0.06,-0.6199999
-0.78,0.02,-0.48
-0.86,0.26,-0.4875
-0.8199999,0.3,-0.48
-0.7,0.3,-0.48
-0.8,0.02,-0.5
-0.8425,0.09999999,-0.5
-0.7399999,0.14,-0.51
-0.7,0.2,-0.5
-0.8199999,0.22,-0.5325
-0.7399999,0.22,-0.53
-0.7,0.26,-0.5125
-0.675,0.02,-0.54
-0.78,0.1275,-0.54
-0.9399999,0.09999999,-0.54
-0.9,0.14,-0.5524999
-0.78,0.14,-0.55
-0.6675,0.22,-0.54
-0.7,0.2325,-0.54
-0.9399999,0.18,-0.55
-0.7,0.18,-0.5574999
-0.845,0.26,-0.54
-0.9,0.055,-0.58
-0.78,0.07749999,-0.58
-0.78,0.02,-0.5975
-0.7975,0.14,-0.58
-0.765,0.18,-0.58
-0.8199999,0.0675,-0.6199999
-0.8874999,0.09999999,-0.6199999
-0.975,0.3,-0.46
-1.14,0.325,-0.46
-1.26,0.09999999,-0.5175
-1.18,0.26,-0.52
-0.98,0.26,-0.5025
-1.18,0.02,-0.54
-1.2075,0.09999999,-0.54
-1.26,0.14,-0.605
-1.2375,0.02,-0.6199999
-0.9725,0.02,-0.6199999
-1.06,0.02,-0.64
-1.2325,0.09999999,-0.6199999
-1.14,0.09999999,-0.6249999
0.9949999,-0.06,-0.54
0.98,-0.18,-0.6224999
1.18,-0.18,-0.6425
1.26,-0.18,-0.63
0.9924999,-0.14,-0.6199999
1.02,0,-0.6199999
0.8774999,-0.14,-0.42
0.8649999,-0.22,-0.46
0.78,-0.3,-0.52
0.7399999,-0.26,-0.505
0.7399999,-0.05,-0.5
0.78,0.005,-0.5
0.86,-0.06,-0.5
0.6975,-0.3,-0.54
0.66,-0.0425,-0.54
0.86,-0.18,-0.58
0.9399999,-0.26,-0.6525
0.9399999,-0.2,-0.6199999
0.46,-0.08,-0.34
0.44,-0.02,-0.34
0.6199999,-0.18,-0.4025
0.4025,-0.02,-0.38
0.4775,-0.02,-0.38
0.46,-0.04,-0.38
0.58,0.015,-0.38
0.46,0.0025,-0.42
0.6199999,-0.3,-0.4825
0.5599999,-0.18,-0.46
0.6,-0.14,-0.46
0.635,-0.22,-0.5
0.54,0.0125,-0.54
0.64,-0.09999999,-0.58
0.38,0,-0.58
0.58,-0.0025,-0.58
0.34,0,-0.6199999
0.6199999,-0.06,-0.6425
0.02,0.0025,-0.6199999
-0.14,-0.02,-0.5725
-0.18,-0.025,-0.58
-0.1625,-0.02,-0.6199999
-0.18,-0.04,-0.6199999
-0.26,-0.02,-0.655
-0.54,-0.02,-0.565
-0.5,-0.02,-0.5925
-0.78,0,-0.5
-0.9,-0.09,-0.54
-0.78,0,-0.58
-0.98,-0.1725,-0.46
-1.02,-0.0975,-0.5
-0.98,-0.1625,-0.54
-0.98,-0.0875,-0.58
-1.02,0,-0.58
1.26,-0.395,-0.38
1.14,-0.42,-0.39
1.25,-0.42,-0.42
1.1,-0.4075,-0.42
1.14,-0.35,-0.42
1.015,-0.42,-0.46
1.18,-0.365,-0.46
1.26,-0.42,-0.5
1.18,-0.3725,-0.5
1.26,-0.38,-0.505
1.06,-0.39,-0.6199999
0.86,-0.38,-0.3725
0.8199999,-0.34,-0.445
0.9,-0.46,-0.485
0.835,-0.38,-0.46
0.8699999,-0.34,-0.46
0.78,-0.365,-0.46
0.8199999,-0.38,-0.475
0.78,-0.42,-0.5275
0.7875,-0.34,-0.5
0.78,-0.345,-0.5
0.8199999,-0.3325,-0.5
0.7,-0.38,-0.52
0.8199999,-0.38,-0.5275
0.86,-0.34,-0.515
0.9399999,-0.38,-0.5624999
0.565,-0.34,-0.58
-0.23,-0.54,-0.5
-0.3,-0.46,-0.535
-0.125,-0.54,-0.54
-0.1375,-0.46,-0.54
-0.14,-0.5925,-0.6199999
-0.34,-0.6,-0.58
0.67,1.14,-0.3
0.34,1.26,-0.08499999
0.37,0.98,-0.09999999
0.38,1.2375,-0.09999999
0.42,1.01,-0.14
0.34,1.02,-0.1625
0.42,1.06,-0.17
0.38,1.23,-0.14
0.54,1.22,-0.1475
0.6199999,1.0375,-0.18
0.5,1.06,-0.18
0.46,1.14,-0.2075
0.5675,1.26,-0.18
0.5075,1.02,-0.22
0.34,1.1325,-0.22
0.54,1.1,-0.2325
0.3475,1.26,-0.22
0.58,1.135,-0.26
0.5,1.18,-0.2875
0.42,1.22,-0.285
0.58,1.22,-0.3
0.54,1.18,-0.3375
0.58,1.22,-0.3
0.58,1.22,-0.3
0.42,1.26,-0.31
0.3,1.22,-0.09
0.3,1.1525,-0.14
0.2,1.22,-0.14
0.1625,1.26,-0.14
0.22,1.255,-0.18
0.3,1.22,-0.23
0.3375,1.26,-0.26
0.3175,1.18,-0.3
-1.22,0.98,-0.0325
-1.2475,0.98,-0.09999999
-1.1175,0.98,-0.22
-1.245,0.98,-0.26
-1.245,1.06,-0.26
0.7,0.9,-0.06
0.67,0.9399999,-0.09999999
0.6774999,0.78,-0.14
0.38,0.7,-0.055
0.34,0.7725,-0.02
0.54,0.7499999,-0.02
0.6199999,0.8649999,-0.02
0.58,0.8199999,-0.045
0.42,0.915,-0.02
0.6199999,0.9175,-0.02
0.58,0.9399999,-0.04
0.42,0.66,-0.09499999
0.34,0.7399999,-0.09
0.5624999,0.66,-0.18
0.22,0.8049999,-0.02
0.16,0.8199999,-0.02
0.26,0.86,-0.02
0.24,0.9399999,-0.02
0.18,0.6924999,-0.09999999
0.2725,0.78,-0.09999999
0.02,0.6774999,-0.14
0.02,0.7,-0.1625
0.23,0.86,-0.14
0.08,0.7,-0.18
0.02,0.695,-0.22
0.06,0.7,-0.2375
0.0525,0.7399999,-0.22
0.02,0.795,-0.3
-0.06,0.66,-0.0425
-0.26,0.6675,-0.06
-0.06,0.7399999,-0.1625
-0.02,0.6799999,-0.18
-0.06,0.78,-0.2625
-0.18,0.78,-0.3
-0.3,0.7399999,-0.3075
-0.09999999,0.78,-0.3225
-0.38,0.66,-0.045
-0.38,0.6799999,-0.18
-0.34,0.7,-0.265
-1.26,0.9225,-0.02
-1.22,0.925,-0.02
-1.18,0.9399999,-0.05
-1.2375,0.9,-0.09999999
-1.1,0.9775,-0.14
-1.26,0.9399999,-0.14
-1.22,0.9399999,-0.1525
-1.18,0.9399999,-0.18
-1.06,0.9424999,-0.18
-1.26,0.9399999,-0.195
-1.1,0.9075,-0.22
-1.06,0.9025,-0.22
-1.06,0.9,-0.2225
-1.1,0.8724999,-0.26
-1.2475,0.9,-0.26
-1.0825,0.9399999,-0.26
-1.26,0.86,-0.3075
-1.065,0.9,-0.3
1.06,0.38,-0.205
1.1,0.34,-0.22
0.9974999,0.38,-0.26
1.24,0.38,-0.26
1.26,0.42,-0.2875
1.14,0.3775,-0.3
1.16,0.42,-0.3
1.1925,0.42,-0.3
0.66,0.42,-0.2275
0.66,0.6075,-0.26
0.66,0.4025,-0.3
0.5,0.58,-0.0475
0.42,0.58,-0.0825
0.46,0.6199999,-0.08
0.5574999,0.58,-0.09999999
0.54,0.435,-0.18
0.42,0.46,-0.18
0.6375,0.54,-0.18
0.47,0.54,-0.22
0.6525,0.54,-0.22
0.5624999,0.6199999,-0.22
0.5,0.4,-0.26
0.58,0.34,-0.2775
0.6199999,0.38,-0.2775
0.455,0.5,-0.26
0.34,0.5,-0.26
0.38,0.54,-0.26
0.445,0.34,-0.3
0.34,0.375,-0.3
0.48,0.46,-0.3
0.6249999,0.46,-0.3
0.38,0.42,-0.3175
0.34,0.46,-0.3275
0.42,0.46,-0.32
0.42,0.5,-0.3
0.02,0.4125,-0.02
0.02,0.6249999,-0.06
0.02,0.34,-0.1025
0.3,0.61,-0.09999999
0.17,0.46,-0.14
0.1325,0.6199999,-0.14
0.3175,0.6199999,-0.14
0.22,0.6425,-0.14
0.02,0.4725,-0.18
0.02,0.5,-0.21
0.02,0.5975,-0.18
0.09999999,0.38,-0.22
0.1425,0.5,-0.22
0.02,0.5,-0.23
0.06,0.54,-0.235
0.09999999,0.6375,-0.22
0.02,0.34,-0.2625
0.18,0.6199999,-0.285
0.11,0.38,-0.3
0.3,0.38,-0.325
0.06,0.475,-0.3
0.26,0.4875,-0.3
-0.02,0.34,-0.045
-0.12,0.46,-0.02
-0.06,0.44,-0.02
-0.02,0.4425,-0.02
-0.16,0.54,-0.02
-0.16,0.6199999,-0.02
-0.02,0.6274999,-0.02
-0.155,0.38,-0.06
-0.09999999,0.34,-0.08
-0.08,0.46,-0.06
-0.2425,0.6199999,-0.06
-0.3,0.6025,-0.06
-0.09999999,0.6199999,-0.07749999
-0.09999999,0.3975,-0.09999999
-0.06,0.6199999,-0.12
-0.12,0.34,-0.14
-0.06,0.3975,-0.14
0,0.46,-0.14
0,0.58,-0.14
-0.04,0.42,-0.18
0.005,0.46,-0.18
0,0.54,-0.18
-0.16,0.38,-0.22
-0.0825,0.38,-0.22
-0.09999999,0.34,-0.2375
-0.02,0.34,-0.235
-0.09999999,0.38,-0.255
-0.06,0.34,-0.275
-0.02,0.44,-0.26
-0.3,0.5,-0.285
-0.02,0.5,-0.2775
-0.26,0.445,-0.3
-0.18,0.4425,-0.3
-0.14,0.44,-0.3
-0.26,0.42,-0.3275
-0.22,0.42,-0.325
-0.18,0.5125,-0.3
-0.5,0.455,-0.3
-0.38,0.4575,-0.3
-0.46,0.42,-0.335
-0.58,0.46,-0.33
-0.42,0.5,-0.315
-1.26,0.5,-0.335
1.14,0.18,-0.16
1.26,0.1725,-0.18
1.22,0.22,-0.21
1.0825,0.18,-0.22
1.195,0.18,-0.22
1.14,0.2375,-0.22
1.23,0.14,-0.26
1.14,0.16,-0.26
1.08,0.22,-0.26
1.14,0.14,-0.3125
1.2025,0.18,-0.3
1.12,0.22,-0.3
1.18,0.235,-0.3
0.6924999,0.3,-0.26
0.86,0.26,-0.2925
0.54,0.26,-0.24
0.58,0.2025,-0.3
0.02,0.3,-0.205
0.06,0.3225,-0.22
0.26,0.3,-0.2825
0.18,0.3,-0.3325
0.46,-0.16,-0.26
0.4,-0.14,-0.26
0.54,-0.105,-0.26
0.46,-0.12,-0.3
0.58,-0.02,-0.3375
0.42,0.86,0.0375
0.38,0.9,0.0325
0.5,0.9,0.04
0.46,0.7225,0.02
0.38,0.7399999,0
0.6,0.8199999,0.02
0.38,0.86,-0.01
0.6199999,0.9,0
0.3,0.8199999,0.0275
0.26,0.9399999,0.04
-1.2375,0.86,0.14
-1.2375,0.9,0.09999999
-1.155,0.9,0.09999999
-1.26,0.8074999,0.06
-1.1775,0.8199999,0.06
-1.2475,0.86,0.06
-1.195,0.9,0.06
-1.2425,0.9399999,0.06
-1.26,0.9225,0.06
-1.18,0.9499999,0.06
-1.2425,0.9,0.02
-1.26,0.9,0.005
-0.06,0.5,0.035
-0.06,0.46,0
-0.02,0.54,-0.0025
-0.18,0.58,0.0025
-0.09999999,0.6199999,0
1.2325,1.26,0.6199999
1.26,1.26,0.6
1.06,1.1575,0.9399999
1.2525,0.98,0.9
1.135,1.18,0.9
1.0025,1.22,0.9
1.14,1.1975,0.86
1.14,1.26,0.835
1.14,1.22,0.8199999
1.2,1.22,0.8199999
1.18,1.26,0.7875
1.26,1.1025,0.78
1.18,1.255,0.78
1.1,1.22,0.7675
1.2475,1.14,0.7399999
1.1,1.26,0.6874999
0.7399999,1.1625,0.9399999
0.7,1.155,0.9
0.78,1.155,0.8199999
0.66,1.1825,0.8199999
0.7399999,1.26,0.715
0.4175,1.14,0.86
0.5574999,1.26,0.8199999
0.42,1.2525,0.7399999
0.6199999,1.26,0.7225
0.37,1.26,0.7
1.22,-1.2475,0.9399999
1.26,-1.25,0.9399999
1.26,-1.26,0.9324999
0.02,-1.25,0.9
0.02,-1.26,0.8899999
-0.3,-1.26,0.8824999
-0.38,-1.235,0.9
1.24,1.02,1.26
1.14,0.98,1.2425
1.26,1.075,1.26
1.26,1.06,1.2375
1.195,0.98,1.18
0.98,1.215,1.06
1.02,1.18,1.035
1.2,0.98,1.02
1.02,1.165,1.02
1.06,1.215,1.02
1.005,1.22,0.98
1.02,1.22,0.975
0.7399999,0.98,1.12
0.7,1.2575,1.1
0.7399999,1.26,1.09
0.66,1.1775,1.06
0.78,1.255,1.06
0.8099999,1.18,1.02
0.8149999,1.22,1.02
0.66,1.22,0.9574999
0.435,1.06,1.26
0.485,1.06,1.26
0.46,1.06,1.2275
0.46,1.1,1.24
0.5,1.1475,1.26
0.5,1.14,1.2275
0.46,1.18,1.25
0.54,1.18,1.2375
0.4775,1.02,1.22
0.5,1.0725,1.22
0.46,1.13,1.22
0.435,1.18,1.22
0.6199999,0.9999999,1.18
0.52,1.18,1.18
0.58,1.15,1.18
0.54,1.14,1.1475
0.5574999,1.26,1.18
0.58,1.22,1.17
0.58,1.26,1.17
0.43,1.14,1.14
0.5,1.155,1.14
0.5325,1.22,1.14
0.5,1.22,1.12
0.58,0.98,1.0975
0.42,1.02,1.09
0.5,1.15,1.06
0.5,1.18,0.985
0.5,1.26,1.0125
0.405,0.98,0.98
0.38,1.02,0.97
0.42,1.06,0.975
0.58,1.155,0.98
0.46,1.18,0.98
0.4325,1.26,0.98
1.0175,0.8199999,1.26
1.02,0.8199999,1.26
1.02,0.8199999,1.2575
1.18,0.86,1.235
1.1525,0.9399999,1.26
0.98,0.785,1.22
1.0275,0.8199999,1.18
1.1125,0.86,1.18
1.02,0.9574999,1.18
1.115,0.9,1.14
1.12,0.9399999,1.14
1.1,0.8749999,1.1
1.14,0.9,1.0775
1.155,0.86,1.06
1.2,0.9399999,1.06
1.06,0.9175,1.06
1.1,0.9499999,1.06
1.06,0.9,1.0525
1.26,0.8724999,1.02
